DATE,MONTH,DAY,YEAR,STATE,CASES,DEATHS
2021-04-12,4,12,2021,Oregon,170937,2455
2021-04-12,4,12,2021,Pennsylvania,1080998,25460
2021-04-12,4,12,2021,Puerto Rico,148914,2155
2021-04-12,4,12,2021,Rhode Island,141097,2638
2021-04-12,4,12,2021,South Carolina,563427,9276
2021-04-12,4,12,2021,South Dakota,119892,1947
2021-04-12,4,12,2021,Tennessee,810376,11914
2021-04-12,4,12,2021,Texas,2828568,49393
2021-04-12,4,12,2021,Utah,390350,2159
2021-04-12,4,12,2021,Vermont,21291,233
2021-04-12,4,12,2021,Virgin Islands,2998,26
2021-04-12,4,12,2021,Virginia,636862,10486
2021-04-12,4,12,2021,Washington,380554,5380
2021-04-12,4,12,2021,West Virginia,146462,2745
2021-04-12,4,12,2021,Wisconsin,646176,7384
2021-04-12,4,12,2021,Wyoming,56988,701
2021-04-13,4,13,2021,Alabama,520503,10722
2021-04-13,4,13,2021,Alaska,64809,300
2021-04-13,4,13,2021,Arizona,850860,17105
2021-04-13,4,13,2021,Arkansas,332446,5673
2021-04-13,4,13,2021,California,3706904,60535
2021-04-13,4,13,2021,Colorado,484079,6306
2021-04-13,4,13,2021,Connecticut,325689,7974
2021-04-13,4,13,2021,Delaware,99135,1587
2021-04-13,4,13,2021,District of Columbia,46016,1085
2021-04-13,4,13,2021,Florida,2134906,34119
2021-04-13,4,13,2021,Georgia,1052708,18944
2021-04-13,4,13,2021,Guam,8816,137
2021-04-13,4,13,2021,Hawaii,31175,468
2021-04-13,4,13,2021,Idaho,184119,2002
2021-04-13,4,13,2021,Illinois,1288969,23826
2021-04-13,4,13,2021,Indiana,704072,13167
2021-04-13,4,13,2021,Iowa,357739,5858
2021-04-13,4,13,2021,Kansas,306998,4930
2021-04-13,4,13,2021,Kentucky,437685,6358
2021-04-13,4,13,2021,Louisiana,450279,10255
2021-04-13,4,13,2021,Maine,54827,753
2021-04-13,4,13,2021,Maryland,428985,8484
2021-04-13,4,13,2021,Massachusetts,662699,17413
2021-04-13,4,13,2021,Michigan,839486,17648
2021-04-13,4,13,2021,Minnesota,545482,7040
2021-04-13,4,13,2021,Mississippi,307836,7119
2021-04-13,4,13,2021,Missouri,596651,9077
2021-04-13,4,13,2021,Montana,106536,1526
2021-04-13,4,13,2021,Nebraska,214682,2335
2021-04-13,4,13,2021,Nevada,308755,5339
2021-04-13,4,13,2021,New Hampshire,89605,1257
2021-04-13,4,13,2021,New Jersey,959920,24945
2021-04-13,4,13,2021,New Mexico,194164,3990
2021-04-13,4,13,2021,New York,1965610,50745
2021-04-13,4,13,2021,North Carolina,937761,12335
2021-04-13,4,13,2021,North Dakota,105070,1504
2021-04-13,4,13,2021,Northern Mariana Islands,160,2
2021-04-13,4,13,2021,Ohio,1043729,18917
2021-04-13,4,13,2021,Oklahoma,443882,6669
2021-04-13,4,13,2021,Oregon,171404,2458
2021-04-13,4,13,2021,Pennsylvania,1087116,25527
2021-04-13,4,13,2021,Puerto Rico,149993,2162
2021-04-13,4,13,2021,Rhode Island,142774,2640
2021-04-13,4,13,2021,South Carolina,564128,9289
2021-04-13,4,13,2021,South Dakota,120154,1947
2021-04-13,4,13,2021,Tennessee,811905,11921
2021-04-13,4,13,2021,Texas,2833381,49456
2021-04-13,4,13,2021,Utah,390708,2161
2021-04-13,4,13,2021,Vermont,21388,233
2021-04-13,4,13,2021,Virgin Islands,3005,26
2021-04-13,4,13,2021,Virginia,638910,10506
2021-04-13,4,13,2021,Washington,381537,5391
2021-04-13,4,13,2021,West Virginia,146790,2747
2021-04-13,4,13,2021,Wisconsin,647301,7394
2021-04-13,4,13,2021,Wyoming,57070,703
2021-04-14,4,14,2021,Alabama,520780,10728
2021-04-14,4,14,2021,Alaska,65008,300
2021-04-14,4,14,2021,Arizona,851276,17109
2021-04-14,4,14,2021,Arkansas,332666,5680
2021-04-14,4,14,2021,California,3709392,60710
2021-04-14,4,14,2021,Colorado,486277,6309
2021-04-14,4,14,2021,Connecticut,327298,7984
2021-04-14,4,14,2021,Delaware,99515,1591
2021-04-14,4,14,2021,District of Columbia,46209,1088
2021-04-14,4,14,2021,Florida,2141678,34163
2021-04-14,4,14,2021,Georgia,1054406,18995
2021-04-14,4,14,2021,Guam,8820,137
2021-04-14,4,14,2021,Hawaii,31242,470
2021-04-14,4,14,2021,Idaho,184427,2008
2021-04-14,4,14,2021,Illinois,1292456,23865
2021-04-14,4,14,2021,Indiana,705268,13187
2021-04-14,4,14,2021,Iowa,358395,5858
2021-04-14,4,14,2021,Kansas,307622,4944
2021-04-14,4,14,2021,Kentucky,438463,6380
2021-04-14,4,14,2021,Louisiana,450673,10264
2021-04-14,4,14,2021,Maine,55374,757
2021-04-14,4,14,2021,Maryland,430537,8493
2021-04-14,4,14,2021,Massachusetts,664943,17427
2021-04-14,4,14,2021,Michigan,848824,17683
2021-04-14,4,14,2021,Minnesota,547179,7056
2021-04-14,4,14,2021,Mississippi,308111,7122
2021-04-14,4,14,2021,Missouri,597506,9101
2021-04-14,4,14,2021,Montana,106747,1526
2021-04-14,4,14,2021,Nebraska,215074,2327
2021-04-14,4,14,2021,Nevada,309150,5353
2021-04-14,4,14,2021,New Hampshire,89983,1261
2021-04-14,4,14,2021,New Jersey,963483,24987
2021-04-14,4,14,2021,New Mexico,194378,3998
2021-04-14,4,14,2021,New York,1971610,50839
2021-04-14,4,14,2021,North Carolina,940109,12353
2021-04-14,4,14,2021,North Dakota,105246,1505
2021-04-14,4,14,2021,Northern Mariana Islands,160,2
2021-04-14,4,14,2021,Ohio,1045945,18917
2021-04-14,4,14,2021,Oklahoma,444288,6697
2021-04-14,4,14,2021,Oregon,172206,2463
2021-04-14,4,14,2021,Pennsylvania,1093491,25580
2021-04-14,4,14,2021,Puerto Rico,150981,2174
2021-04-14,4,14,2021,Rhode Island,143251,2642
2021-04-14,4,14,2021,South Carolina,564931,9304
2021-04-14,4,14,2021,South Dakota,120379,1948
2021-04-14,4,14,2021,Tennessee,813127,11934
2021-04-14,4,14,2021,Texas,2836974,49524
2021-04-14,4,14,2021,Utah,391238,2161
2021-04-14,4,14,2021,Vermont,21488,237
2021-04-14,4,14,2021,Virgin Islands,3005,26
2021-04-14,4,14,2021,Virginia,640211,10510
2021-04-14,4,14,2021,Washington,382627,5407
2021-04-14,4,14,2021,West Virginia,147203,2756
2021-04-14,4,14,2021,Wisconsin,648304,7402
2021-04-14,4,14,2021,Wyoming,57127,703
2021-04-15,4,15,2021,Alabama,521201,10736
2021-04-15,4,15,2021,Alaska,65201,318
2021-04-15,4,15,2021,Arizona,851737,17123
2021-04-15,4,15,2021,Arkansas,332949,5686
2021-04-15,4,15,2021,California,3711717,60797
2021-04-15,4,15,2021,Colorado,488151,6315
2021-04-15,4,15,2021,Connecticut,328000,7990
2021-04-15,4,15,2021,Delaware,99915,1595
2021-04-15,4,15,2021,District of Columbia,46315,1090
2021-04-15,4,15,2021,Florida,2148440,34237
2021-04-15,4,15,2021,Georgia,1055997,19057
2021-04-15,4,15,2021,Guam,8825,137
2021-04-15,4,15,2021,Hawaii,31337,470
2021-04-15,4,15,2021,Idaho,184661,2017
2021-04-15,4,15,2021,Illinois,1296240,23896
2021-04-15,4,15,2021,Indiana,706642,13194
2021-04-15,4,15,2021,Iowa,358873,5871
2021-04-15,4,15,2021,Kansas,307634,4944
2021-04-15,4,15,2021,Kentucky,439200,6405
2021-04-15,4,15,2021,Louisiana,451476,10273
2021-04-15,4,15,2021,Maine,55953,758
2021-04-15,4,15,2021,Maryland,431981,8512
2021-04-15,4,15,2021,Massachusetts,667066,17432
2021-04-15,4,15,2021,Michigan,856086,17806
2021-04-15,4,15,2021,Minnesota,549908,7067
2021-04-15,4,15,2021,Mississippi,308521,7127
2021-04-15,4,15,2021,Missouri,598251,9106
2021-04-15,4,15,2021,Montana,106936,1528
2021-04-15,4,15,2021,Nebraska,215383,2327
2021-04-15,4,15,2021,Nevada,309699,5359
2021-04-15,4,15,2021,New Hampshire,90525,1264
2021-04-15,4,15,2021,New Jersey,967401,25034
2021-04-15,4,15,2021,New Mexico,194605,3999
2021-04-15,4,15,2021,New York,1978594,50912
2021-04-15,4,15,2021,North Carolina,942441,12385
2021-04-15,4,15,2021,North Dakota,105411,1506
2021-04-15,4,15,2021,Northern Mariana Islands,161,2
2021-04-15,4,15,2021,Ohio,1048109,18917
2021-04-15,4,15,2021,Oklahoma,444590,6697
2021-04-15,4,15,2021,Oregon,172932,2467
2021-04-15,4,15,2021,Pennsylvania,1098619,25623
2021-04-15,4,15,2021,Puerto Rico,151451,2182
2021-04-15,4,15,2021,Rhode Island,143740,2646
2021-04-15,4,15,2021,South Carolina,566018,9307
2021-04-15,4,15,2021,South Dakota,120613,1949
2021-04-15,4,15,2021,Tennessee,814809,11942
2021-04-15,4,15,2021,Texas,2840297,49607
2021-04-15,4,15,2021,Utah,391694,2162
2021-04-15,4,15,2021,Vermont,21664,240
2021-04-15,4,15,2021,Virgin Islands,3022,26
2021-04-15,4,15,2021,Virginia,641626,10529
2021-04-15,4,15,2021,Washington,383951,5412
2021-04-15,4,15,2021,West Virginia,147596,2772
2021-04-15,4,15,2021,Wisconsin,649388,7406
2021-04-15,4,15,2021,Wyoming,57203,703
2021-04-16,4,16,2021,Alabama,521623,10739
2021-04-16,4,16,2021,Alaska,65390,318
2021-04-16,4,16,2021,Arizona,852584,17153
2021-04-16,4,16,2021,Arkansas,333186,5692
2021-04-16,4,16,2021,California,3714542,60911
2021-04-16,4,16,2021,Colorado,490164,6326
2021-04-16,4,16,2021,Connecticut,329062,7995
2021-04-16,4,16,2021,Delaware,100322,1596
2021-04-16,4,16,2021,District of Columbia,46449,1093
2021-04-16,4,16,2021,Florida,2155736,34329
2021-04-16,4,16,2021,Georgia,1057619,19107
2021-04-16,4,16,2021,Guam,8828,137
2021-04-16,4,16,2021,Hawaii,31510,471
2021-04-16,4,16,2021,Idaho,184886,2018
2021-04-16,4,16,2021,Illinois,1300047,23920
2021-04-16,4,16,2021,Indiana,707932,13211
2021-04-16,4,16,2021,Iowa,359260,5878
2021-04-16,4,16,2021,Kansas,308124,4953
2021-04-16,4,16,2021,Kentucky,439898,6415
2021-04-16,4,16,2021,Louisiana,451955,10282
2021-04-16,4,16,2021,Maine,56525,763
2021-04-16,4,16,2021,Maryland,433545,8528
2021-04-16,4,16,2021,Massachusetts,669282,17445
2021-04-16,4,16,2021,Michigan,865876,17848
2021-04-16,4,16,2021,Minnesota,552195,7073
2021-04-16,4,16,2021,Mississippi,308737,7139
2021-04-16,4,16,2021,Missouri,599136,9111
2021-04-16,4,16,2021,Montana,107057,1538
2021-04-16,4,16,2021,Nebraska,215792,2330
2021-04-16,4,16,2021,Nevada,310235,5365
2021-04-16,4,16,2021,New Hampshire,90910,1266
2021-04-16,4,16,2021,New Jersey,971782,25094
2021-04-16,4,16,2021,New Mexico,194868,4003
2021-04-16,4,16,2021,New York,1984884,50965
2021-04-16,4,16,2021,North Carolina,944749,12414
2021-04-16,4,16,2021,North Dakota,105588,1509
2021-04-16,4,16,2021,Northern Mariana Islands,162,2
2021-04-16,4,16,2021,Ohio,1050112,18991
2021-04-16,4,16,2021,Oklahoma,444863,6697
2021-04-16,4,16,2021,Oregon,173707,2471
2021-04-16,4,16,2021,Pennsylvania,1104166,25681
2021-04-16,4,16,2021,Puerto Rico,152551,2185
2021-04-16,4,16,2021,Rhode Island,144149,2647
2021-04-16,4,16,2021,South Carolina,567277,9309
2021-04-16,4,16,2021,South Dakota,120856,1952
2021-04-16,4,16,2021,Tennessee,816148,11951
2021-04-16,4,16,2021,Texas,2843308,49676
2021-04-16,4,16,2021,Utah,392157,2164
2021-04-16,4,16,2021,Vermont,21803,242
2021-04-16,4,16,2021,Virgin Islands,3028,26
2021-04-16,4,16,2021,Virginia,643220,10549
2021-04-16,4,16,2021,Washington,385695,5427
2021-04-16,4,16,2021,West Virginia,148071,2777
2021-04-16,4,16,2021,Wisconsin,650291,7412
2021-04-16,4,16,2021,Wyoming,57267,703
2021-04-17,4,17,2021,Alabama,522131,10790
2021-04-17,4,17,2021,Alaska,65390,318
2021-04-17,4,17,2021,Arizona,853050,17151
2021-04-17,4,17,2021,Arkansas,333407,5693
2021-04-17,4,17,2021,California,3716759,60977
2021-04-17,4,17,2021,Colorado,491130,6327
2021-04-17,4,17,2021,Connecticut,329062,7995
2021-04-17,4,17,2021,Delaware,100777,1602
2021-04-17,4,17,2021,District of Columbia,46579,1095
2021-04-17,4,17,2021,Florida,2162059,34403
2021-04-17,4,17,2021,Georgia,1059242,19146
2021-04-17,4,17,2021,Guam,8834,137
2021-04-17,4,17,2021,Hawaii,31606,471
2021-04-17,4,17,2021,Idaho,184887,2018
2021-04-17,4,17,2021,Illinois,1303011,23945
2021-04-17,4,17,2021,Indiana,710409,13216
2021-04-17,4,17,2021,Iowa,359765,5882
2021-04-17,4,17,2021,Kansas,308119,4953
2021-04-17,4,17,2021,Kentucky,440422,6427
2021-04-17,4,17,2021,Louisiana,451955,10282
2021-04-17,4,17,2021,Maine,56939,764
2021-04-17,4,17,2021,Maryland,435045,8545
2021-04-17,4,17,2021,Massachusetts,671250,17455
2021-04-17,4,17,2021,Michigan,871907,17922
2021-04-17,4,17,2021,Minnesota,554614,7083
2021-04-17,4,17,2021,Mississippi,309029,7153
2021-04-17,4,17,2021,Missouri,592651,9115
2021-04-17,4,17,2021,Montana,107142,1546
2021-04-17,4,17,2021,Nebraska,216297,2334
2021-04-17,4,17,2021,Nevada,310235,5365
2021-04-17,4,17,2021,New Hampshire,91279,1266
2021-04-17,4,17,2021,New Jersey,975704,25134
2021-04-17,4,17,2021,New Mexico,194868,4003
2021-04-17,4,17,2021,New York,1991271,51034
2021-04-17,4,17,2021,North Carolina,944749,12416
2021-04-17,4,17,2021,North Dakota,105727,1510
2021-04-17,4,17,2021,Northern Mariana Islands,162,2
2021-04-17,4,17,2021,Ohio,1052099,18991
2021-04-17,4,17,2021,Oklahoma,444863,6697
2021-04-17,4,17,2021,Oregon,174501,2472
2021-04-17,4,17,2021,Pennsylvania,1108538,25719
2021-04-17,4,17,2021,Puerto Rico,154186,2194
2021-04-17,4,17,2021,Rhode Island,144149,2647
2021-04-17,4,17,2021,South Carolina,568258,9321
2021-04-17,4,17,2021,South Dakota,121056,1953
2021-04-17,4,17,2021,Tennessee,816230,11951
2021-04-17,4,17,2021,Texas,2845113,49726
2021-04-17,4,17,2021,Utah,392570,2164
2021-04-17,4,17,2021,Vermont,21869,242
2021-04-17,4,17,2021,Virgin Islands,3028,26
2021-04-17,4,17,2021,Virginia,644828,10564
2021-04-17,4,17,2021,Washington,387312,5427
2021-04-17,4,17,2021,West Virginia,148517,2780
2021-04-17,4,17,2021,Wisconsin,651136,7422
2021-04-17,4,17,2021,Wyoming,57267,703
2021-04-18,4,18,2021,Alabama,522401,10790
2021-04-18,4,18,2021,Alaska,65390,318
2021-04-18,4,18,2021,Arizona,853761,17153
2021-04-18,4,18,2021,Arkansas,333452,5694
2021-04-18,4,18,2021,California,3718367,61022
2021-04-18,4,18,2021,Colorado,491968,6330
2021-04-18,4,18,2021,Connecticut,329062,7995
2021-04-18,4,18,2021,Delaware,101158,1602
2021-04-18,4,18,2021,District of Columbia,46662,1096
2021-04-18,4,18,2021,Florida,2168893,34438
2021-04-18,4,18,2021,Georgia,1060199,19147
2021-04-18,4,18,2021,Guam,8838,137
2021-04-18,4,18,2021,Hawaii,31715,471
2021-04-18,4,18,2021,Idaho,184887,2018
2021-04-18,4,18,2021,Illinois,1305604,23955
2021-04-18,4,18,2021,Indiana,711366,13224
2021-04-18,4,18,2021,Iowa,360013,5882
2021-04-18,4,18,2021,Kansas,308119,5001
2021-04-18,4,18,2021,Kentucky,440669,6435
2021-04-18,4,18,2021,Louisiana,451955,10282
2021-04-18,4,18,2021,Maine,57285,765
2021-04-18,4,18,2021,Maryland,436214,8562
2021-04-18,4,18,2021,Massachusetts,672657,17462
2021-04-18,4,18,2021,Michigan,871912,17922
2021-04-18,4,18,2021,Minnesota,556459,7098
2021-04-18,4,18,2021,Mississippi,309186,7153
2021-04-18,4,18,2021,Missouri,592954,9115
2021-04-18,4,18,2021,Montana,107198,1547
2021-04-18,4,18,2021,Nebraska,216473,2334
2021-04-18,4,18,2021,Nevada,310235,5365
2021-04-18,4,18,2021,New Hampshire,91586,1270
2021-04-18,4,18,2021,New Jersey,978853,25143
2021-04-18,4,18,2021,New Mexico,194868,4003
2021-04-18,4,18,2021,New York,1996876,51077
2021-04-18,4,18,2021,North Carolina,944749,12416
2021-04-18,4,18,2021,North Dakota,105785,1510
2021-04-18,4,18,2021,Northern Mariana Islands,162,2
2021-04-18,4,18,2021,Ohio,1053175,18991
2021-04-18,4,18,2021,Oklahoma,444863,6697
2021-04-18,4,18,2021,Oregon,175121,2472
2021-04-18,4,18,2021,Pennsylvania,1111381,25744
2021-04-18,4,18,2021,Puerto Rico,155316,2200
2021-04-18,4,18,2021,Rhode Island,144149,2647
2021-04-18,4,18,2021,South Carolina,569279,9336
2021-04-18,4,18,2021,South Dakota,121056,1953
2021-04-18,4,18,2021,Tennessee,816289,11951
2021-04-18,4,18,2021,Texas,2846552,49759
2021-04-18,4,18,2021,Utah,392818,2164
2021-04-18,4,18,2021,Vermont,22016,242
2021-04-18,4,18,2021,Virgin Islands,3028,26
2021-04-18,4,18,2021,Virginia,646133,10581
2021-04-18,4,18,2021,Washington,387382,5427
2021-04-18,4,18,2021,West Virginia,148887,2785
2021-04-18,4,18,2021,Wisconsin,651739,7420
2021-04-18,4,18,2021,Wyoming,57267,703
2021-04-19,4,19,2021,Alabama,522512,10790
2021-04-19,4,19,2021,Alaska,65835,318
2021-04-19,4,19,2021,Arizona,854453,17153
2021-04-19,4,19,2021,Arkansas,333511,5699
2021-04-19,4,19,2021,California,3720922,61034
2021-04-19,4,19,2021,Colorado,493933,6337
2021-04-19,4,19,2021,Connecticut,331401,8014
2021-04-19,4,19,2021,Delaware,101547,1602
2021-04-19,4,19,2021,District of Columbia,46740,1096
2021-04-19,4,19,2021,Florida,2173130,34470
2021-04-19,4,19,2021,Georgia,1061070,19172
2021-04-19,4,19,2021,Guam,8848,137
2021-04-19,4,19,2021,Hawaii,31779,471
2021-04-19,4,19,2021,Idaho,185364,2024
2021-04-19,4,19,2021,Illinois,1307764,23976
2021-04-19,4,19,2021,Indiana,712076,13226
2021-04-19,4,19,2021,Iowa,360339,5887
2021-04-19,4,19,2021,Kansas,308518,5005
2021-04-19,4,19,2021,Kentucky,441014,6442
2021-04-19,4,19,2021,Louisiana,453351,10293
2021-04-19,4,19,2021,Maine,57545,767
2021-04-19,4,19,2021,Maryland,436846,8574
2021-04-19,4,19,2021,Massachusetts,673974,17481
2021-04-19,4,19,2021,Michigan,881121,17987
2021-04-19,4,19,2021,Minnesota,557743,7104
2021-04-19,4,19,2021,Mississippi,309223,7153
2021-04-19,4,19,2021,Missouri,593452,9117
2021-04-19,4,19,2021,Montana,107315,1547
2021-04-19,4,19,2021,Nebraska,216613,2343
2021-04-19,4,19,2021,Nevada,310933,5368
2021-04-19,4,19,2021,New Hampshire,91783,1270
2021-04-19,4,19,2021,New Jersey,981036,25161
2021-04-19,4,19,2021,New Mexico,195478,4009
2021-04-19,4,19,2021,New York,2002053,51122
2021-04-19,4,19,2021,North Carolina,950370,12443
2021-04-19,4,19,2021,North Dakota,105836,1510
2021-04-19,4,19,2021,Northern Mariana Islands,162,2
2021-04-19,4,19,2021,Ohio,1054807,18991
2021-04-19,4,19,2021,Oklahoma,445650,6697
2021-04-19,4,19,2021,Oregon,175680,2474
2021-04-19,4,19,2021,Pennsylvania,1114472,25744
2021-04-19,4,19,2021,Puerto Rico,156664,2207
2021-04-19,4,19,2021,Rhode Island,144966,2651
2021-04-19,4,19,2021,South Carolina,570032,9352
2021-04-19,4,19,2021,South Dakota,121189,1953
2021-04-19,4,19,2021,Tennessee,821538,11986
2021-04-19,4,19,2021,Texas,2851247,49780
2021-04-19,4,19,2021,Utah,393018,2166
2021-04-19,4,19,2021,Vermont,22112,242
2021-04-19,4,19,2021,Virgin Islands,3041,27
2021-04-19,4,19,2021,Virginia,647111,10595
2021-04-19,4,19,2021,Washington,388842,5439
2021-04-19,4,19,2021,West Virginia,149147,2785
2021-04-19,4,19,2021,Wisconsin,652158,7421
2021-04-19,4,19,2021,Wyoming,57378,703
2021-04-20,4,20,2021,Alabama,523955,10798
2021-04-20,4,20,2021,Alaska,65944,318
2021-04-20,4,20,2021,Arizona,855155,17193
2021-04-20,4,20,2021,Arkansas,333709,5706
2021-04-20,4,20,2021,California,3723405,61111
2021-04-20,4,20,2021,Colorado,495815,6346
2021-04-20,4,20,2021,Connecticut,332139,8020
2021-04-20,4,20,2021,Delaware,101707,1603
2021-04-20,4,20,2021,District of Columbia,46869,1097
2021-04-20,4,20,2021,Florida,2178775,34532
2021-04-20,4,20,2021,Georgia,1062399,19185
2021-04-20,4,20,2021,Guam,8853,137
2021-04-20,4,20,2021,Hawaii,31817,471
2021-04-20,4,20,2021,Idaho,185573,2023
2021-04-20,4,20,2021,Illinois,1310368,23989
2021-04-20,4,20,2021,Indiana,712755,13234
2021-04-20,4,20,2021,Iowa,360782,5894
2021-04-20,4,20,2021,Kansas,308488,4998
2021-04-20,4,20,2021,Kentucky,441580,6454
2021-04-20,4,20,2021,Louisiana,453711,10306
2021-04-20,4,20,2021,Maine,57965,767
2021-04-20,4,20,2021,Maryland,437770,8592
2021-04-20,4,20,2021,Massachusetts,675162,17484
2021-04-20,4,20,2021,Michigan,887642,18075
2021-04-20,4,20,2021,Minnesota,558928,7109
2021-04-20,4,20,2021,Mississippi,309585,7161
2021-04-20,4,20,2021,Missouri,594129,9152
2021-04-20,4,20,2021,Montana,107493,1552
2021-04-20,4,20,2021,Nebraska,217108,2347
2021-04-20,4,20,2021,Nevada,311314,5377
2021-04-20,4,20,2021,New Hampshire,92053,1271
2021-04-20,4,20,2021,New Jersey,983875,25206
2021-04-20,4,20,2021,New Mexico,195615,4012
2021-04-20,4,20,2021,New York,2006712,51183
2021-04-20,4,20,2021,North Carolina,951660,12460
2021-04-20,4,20,2021,North Dakota,106073,1513
2021-04-20,4,20,2021,Northern Mariana Islands,162,2
2021-04-20,4,20,2021,Ohio,1056606,19033
2021-04-20,4,20,2021,Oklahoma,445725,6697
2021-04-20,4,20,2021,Oregon,176164,2475
2021-04-20,4,20,2021,Pennsylvania,1119535,25821
2021-04-20,4,20,2021,Puerto Rico,157755,2213
2021-04-20,4,20,2021,Rhode Island,145358,2654
2021-04-20,4,20,2021,South Carolina,570606,9355
2021-04-20,4,20,2021,South Dakota,121360,1953
2021-04-20,4,20,2021,Tennessee,822305,12001
2021-04-20,4,20,2021,Texas,2855946,49829
2021-04-20,4,20,2021,Utah,393337,2174
2021-04-20,4,20,2021,Vermont,22112,242
2021-04-20,4,20,2021,Virgin Islands,3041,27
2021-04-20,4,20,2021,Virginia,648347,10625
2021-04-20,4,20,2021,Washington,390415,5451
2021-04-20,4,20,2021,West Virginia,149462,2789
2021-04-20,4,20,2021,Wisconsin,653091,7427
2021-04-20,4,20,2021,Wyoming,57456,705
2021-04-21,4,21,2021,Alabama,524367,10807
2021-04-21,4,21,2021,Alaska,66142,318
2021-04-21,4,21,2021,Arizona,855804,17199
2021-04-21,4,21,2021,Arkansas,334061,5708
2021-04-21,4,21,2021,California,3725355,61199
2021-04-21,4,21,2021,Colorado,497299,6352
2021-04-21,4,21,2021,Connecticut,332995,8027
2021-04-21,4,21,2021,Delaware,101993,1603
2021-04-21,4,21,2021,District of Columbia,46941,1097
2021-04-21,4,21,2021,Florida,2184346,34615
2021-04-21,4,21,2021,Georgia,1063650,19214
2021-04-21,4,21,2021,Guam,8866,137
2021-04-21,4,21,2021,Hawaii,31885,471
2021-04-21,4,21,2021,Idaho,185858,2029
2021-04-21,4,21,2021,Illinois,1313149,24018
2021-04-21,4,21,2021,Indiana,713907,13248
2021-04-21,4,21,2021,Iowa,361420,5899
2021-04-21,4,21,2021,Kansas,309061,5002
2021-04-21,4,21,2021,Kentucky,442294,6469
2021-04-21,4,21,2021,Louisiana,454377,10316
2021-04-21,4,21,2021,Maine,58465,768
2021-04-21,4,21,2021,Maryland,438975,8605
2021-04-21,4,21,2021,Massachusetts,676758,17498
2021-04-21,4,21,2021,Michigan,893610,18119
2021-04-21,4,21,2021,Minnesota,560528,7122
2021-04-21,4,21,2021,Mississippi,309818,7163
2021-04-21,4,21,2021,Missouri,594860,9161
2021-04-21,4,21,2021,Montana,107651,1557
2021-04-21,4,21,2021,Nebraska,217596,2349
2021-04-21,4,21,2021,Nevada,311750,5388
2021-04-21,4,21,2021,New Hampshire,92395,1273
2021-04-21,4,21,2021,New Jersey,987350,25252
2021-04-21,4,21,2021,New Mexico,195783,4022
2021-04-21,4,21,2021,New York,2010967,51228
2021-04-21,4,21,2021,North Carolina,953452,12500
2021-04-21,4,21,2021,North Dakota,106249,1515
2021-04-21,4,21,2021,Northern Mariana Islands,162,2
2021-04-21,4,21,2021,Ohio,1058395,19033
2021-04-21,4,21,2021,Oklahoma,445963,6716
2021-04-21,4,21,2021,Oregon,177138,2483
2021-04-21,4,21,2021,Pennsylvania,1124073,25886
2021-04-21,4,21,2021,Puerto Rico,158310,2224
2021-04-21,4,21,2021,Rhode Island,145647,2658
2021-04-21,4,21,2021,South Carolina,571369,9365
2021-04-21,4,21,2021,South Dakota,121517,1954
2021-04-21,4,21,2021,Tennessee,823524,12016
2021-04-21,4,21,2021,Texas,2860001,49916
2021-04-21,4,21,2021,Utah,393926,2177
2021-04-21,4,21,2021,Vermont,22238,243
2021-04-21,4,21,2021,Virgin Islands,3041,27
2021-04-21,4,21,2021,Virginia,649608,10640
2021-04-21,4,21,2021,Washington,392013,5466
2021-04-21,4,21,2021,West Virginia,149888,2800
2021-04-21,4,21,2021,Wisconsin,653853,7430
2021-04-21,4,21,2021,Wyoming,57518,705
2021-04-22,4,22,2021,Alabama,525049,10824
2021-04-22,4,22,2021,Alaska,66370,318
2021-04-22,4,22,2021,Arizona,856451,17221
2021-04-22,4,22,2021,Arkansas,334222,5711
2021-04-22,4,22,2021,California,3727911,61290
2021-04-22,4,22,2021,Colorado,499513,6360
2021-04-22,4,22,2021,Connecticut,333732,8039
2021-04-22,4,22,2021,Delaware,102267,1604
2021-04-22,4,22,2021,District of Columbia,47040,1098
2021-04-22,4,22,2021,Florida,2191030,34695
2021-04-22,4,22,2021,Georgia,1065319,19258
2021-04-22,4,22,2021,Guam,8878,137
2021-04-22,4,22,2021,Hawaii,31977,473
2021-04-22,4,22,2021,Idaho,186081,2029
2021-04-22,4,22,2021,Illinois,1316497,24056
2021-04-22,4,22,2021,Indiana,715087,13252
2021-04-22,4,22,2021,Iowa,361891,5904
2021-04-22,4,22,2021,Kansas,309069,5002
2021-04-22,4,22,2021,Kentucky,442918,6494
2021-04-22,4,22,2021,Louisiana,455000,10324
2021-04-22,4,22,2021,Maine,58868,769
2021-04-22,4,22,2021,Maryland,440178,8625
2021-04-22,4,22,2021,Massachusetts,678386,17515
2021-04-22,4,22,2021,Michigan,899108,18239
2021-04-22,4,22,2021,Minnesota,562498,7132
2021-04-22,4,22,2021,Mississippi,310137,7173
2021-04-22,4,22,2021,Missouri,595623,9169
2021-04-22,4,22,2021,Montana,107834,1557
2021-04-22,4,22,2021,Nebraska,217905,2349
2021-04-22,4,22,2021,Nevada,312278,5400
2021-04-22,4,22,2021,New Hampshire,92911,1274
2021-04-22,4,22,2021,New Jersey,990580,25282
2021-04-22,4,22,2021,New Mexico,195990,4025
2021-04-22,4,22,2021,New York,2016244,51299
2021-04-22,4,22,2021,North Carolina,955791,12534
